EREIGNISJAHR_N;Bezirk;GESCHLECHT_CD_T;alt7;anzTF
2012;2504;F;14;16
2012;2504;F;15;34
2012;2504;F;16;41
2012;2504;F;17;81
2012;2504;F;18;83
2012;2504;F;19;69
2012;2504;F;20;44
2012;2504;M;1;3
2012;2504;M;2;1
2012;2504;M;7;2
2012;2504;M;8;4
2012;2504;M;9;2
2012;2504;M;10;6
2012;2504;M;11;12
2012;2504;M;12;17
2012;2504;M;13;20
2012;2504;M;14;30
2012;2504;M;15;44
2012;2504;M;16;52
2012;2504;M;17;83
2012;2504;M;18;53
2012;2504;M;19;40
2012;2504;M;20;14
2012;2601;F;9;1
2012;2601;F;10;4
2012;2601;F;11;1
2012;2601;F;12;5
2012;2601;F;13;8
2012;2601;F;14;8
2012;2601;F;15;10
2012;2601;F;16;14
2012;2601;F;17;28
2012;2601;F;18;34
2012;2601;F;19;30
2012;2601;F;20;13
2012;2601;M;6;1
2012;2601;M;8;1
2012;2601;M;9;4
2012;2601;M;10;2
2012;2601;M;11;3
2012;2601;M;12;4
2012;2601;M;13;15
2012;2601;M;14;8
2012;2601;M;15;17
2012;2601;M;16;26
2012;2601;M;17;19
2012;2601;M;18;30
2012;2601;M;19;17
2012;2601;M;20;6
2012;2602;F;10;1
2012;2602;F;11;3
2012;2602;F;12;1
2012;2602;F;13;1
2012;2602;F;14;2
2012;2602;F;15;4
2012;2602;F;16;4
2012;2602;F;17;6
2012;2602;F;18;9
2012;2602;F;19;5
2012;2602;F;20;2
2012;2602;M;5;1
2012;2602;M;7;2
2012;2602;M;10;1
2012;2602;M;11;1
2012;2602;M;12;3
2012;2602;M;13;3
2012;2602;M;14;3
2012;2602;M;15;7
2012;2602;M;16;3
2012;2602;M;17;2
2012;2602;M;18;9
2012;2602;M;19;5
2012;2603;F;9;1
2012;2603;F;10;2
2012;2603;F;11;1
2012;2603;F;12;2
2012;2603;F;13;5
2012;2603;F;14;10
2012;2603;F;15;11
2012;2603;F;16;10
2012;2603;F;17;23
2012;2603;F;18;34
2012;2603;F;19;25
2012;2603;F;20;15
2012;2603;M;6;1
2012;2603;M;7;1
2012;2603;M;8;1
2012;2603;M;9;1
2012;2603;M;10;3
2012;2603;M;11;4
2012;2603;M;12;6
2012;2603;M;13;9
2012;2603;M;14;5
2012;2603;M;15;9
2012;2603;M;16;22
2012;2603;M;17;24
2012;2603;M;18;23
2012;2603;M;19;15
2012;2603;M;20;4
2013;101;F;1;1
2013;101;F;10;2
2013;101;F;11;2
2013;101;F;12;4
2013;101;F;13;7
2013;101;F;14;11
2013;101;F;15;12
2013;101;F;16;21
2013;101;F;17;23
2013;101;F;18;26
2013;101;F;19;26
2013;101;F;20;12
2013;101;M;5;1
2013;101;M;6;1
2013;101;M;9;1
2013;101;M;10;6
2013;101;M;11;6
2013;101;M;12;5
2013;101;M;13;12
2013;101;M;14;16
2013;101;M;15;19
2013;101;M;16;23
2013;101;M;17;34
2013;101;M;18;25
2013;101;M;19;20
2013;101;M;20;3
2013;102;F;10;1
2013;102;F;12;3
2013;102;F;13;4
2013;102;F;14;5
2013;102;F;15;10
2013;102;F;16;7
2013;102;F;17;21
2013;102;F;18;25
2013;102;F;19;29
2013;102;F;20;7
2013;102;M;1;2
2013;102;M;8;1
2013;102;M;11;4
2013;102;M;12;7
2013;102;M;13;5
2013;102;M;14;8
2013;102;M;15;5
2013;102;M;16;13
2013;102;M;17;20
2013;102;M;18;10
2013;102;M;19;12
2013;102;M;20;1
2013;103;F;1;2
2013;103;F;8;3
2013;103;F;9;3
2013;103;F;10;5
2013;103;F;11;9
2013;103;F;12;15
2013;103;F;13;18
2013;103;F;14;22
2013;103;F;15;40
2013;103;F;16;48
2013;103;F;17;63
2013;103;F;18;109
2013;103;F;19;87
2013;103;F;20;37
2013;103;M;1;6
2013;103;M;4;1
2013;103;M;6;2
2013;103;M;7;4
2013;103;M;8;3
2013;103;M;9;5
2013;103;M;10;8
2013;103;M;11;19
2013;103;M;12;18
2013;103;M;13;24
2013;103;M;14;32
2013;103;M;15;53
2013;103;M;16;50
2013;103;M;17;66
2013;103;M;18;70
2013;103;M;19;34
2013;103;M;20;12
2013;104;F;1;3
2013;104;F;6;1
2013;104;F;8;1
2013;104;F;10;6
2013;104;F;11;4
2013;104;F;12;7
2013;104;F;13;13
2013;104;F;14;17
2013;104;F;15;22
2013;104;F;16;22
2013;104;F;17;34
2013;104;F;18;37
2013;104;F;19;34
2013;104;F;20;8
2013;104;M;1;2
2013;104;M;5;2
2013;104;M;7;2
2013;104;M;8;2
2013;104;M;9;5
2013;104;M;10;6
2013;104;M;11;8
2013;104;M;12;13
2013;104;M;13;23
2013;104;M;14;29
2013;104;M;15;26
2013;104;M;16;38
2013;104;M;17;32
2013;104;M;18;38
2013;104;M;19;21
2013;104;M;20;7
2013;105;F;1;1
2013;105;F;2;1
2013;105;F;3;1
2013;105;F;5;1
2013;105;F;6;1
2013;105;F;7;1
2013;105;F;8;1
2013;105;F;9;1
2013;105;F;10;6
2013;105;F;11;7
2013;105;F;12;16
2013;105;F;13;9
2013;105;F;14;18
2013;105;F;15;26
2013;105;F;16;36
2013;105;F;17;43
2013;105;F;18;95
2013;105;F;19;62
2013;105;F;20;21
2013;105;M;1;1
2013;105;M;4;2
2013;105;M;5;2
2013;105;M;6;2
2013;105;M;7;2
2013;105;M;8;2
2013;105;M;9;1
2013;105;M;10;5
2013;105;M;11;9
2013;105;M;12;14
2013;105;M;13;27
2013;105;M;14;26
2013;105;M;15;27
2013;105;M;16;49
2013;105;M;17;55
2013;105;M;18;58
2013;105;M;19;36
2013;105;M;20;13
2013;106;F;1;4
2013;106;F;7;1
2013;106;F;8;1
2013;106;F;9;1
2013;106;F;10;5
2013;106;F;11;5
2013;106;F;12;7
2013;106;F;13;9
2013;106;F;14;22
2013;106;F;15;33
2013;106;F;16;40
2013;106;F;17;81
2013;106;F;18;139
2013;106;F;19;97
2013;106;F;20;47
2013;106;M;1;3
2013;106;M;3;1
2013;106;M;5;2
2013;106;M;6;1
2013;106;M;7;1
2013;106;M;8;3
2013;106;M;9;3
2013;106;M;10;6
2013;106;M;11;17
2013;106;M;12;20
2013;106;M;13;22
2013;106;M;14;28
2013;106;M;15;48
2013;106;M;16;72
2013;106;M;17;69
2013;106;M;18;84
2013;106;M;19;45
2013;106;M;20;21
2013;107;F;1;5
2013;107;F;4;1
2013;107;F;6;1
2013;107;F;7;1
2013;107;F;8;2
2013;107;F;9;4
2013;107;F;10;5
2013;107;F;11;9
2013;107;F;12;10
2013;107;F;13;11
2013;107;F;14;21
2013;107;F;15;31
2013;107;F;16;40
2013;107;F;17;68
2013;107;F;18;94
2013;107;F;19;91
2013;107;F;20;49
2013;107;M;1;6
2013;107;M;5;1
2013;107;M;6;2
2013;107;M;9;4
2013;107;M;10;9
2013;107;M;11;7
2013;107;M;12;14
2013;107;M;13;16
2013;107;M;14;20
2013;107;M;15;38
2013;107;M;16;41
2013;107;M;17;61
2013;107;M;18;68
2013;107;M;19;61
2013;107;M;20;23
2013;108;F;2;1
2013;108;F;5;1
2013;108;F;8;1
2013;108;F;9;1
2013;108;F;10;1
2013;108;F;11;7
2013;108;F;12;3
2013;108;F;13;7
2013;108;F;14;6
2013;108;F;15;14
2013;108;F;16;19
2013;108;F;17;34
2013;108;F;18;39
2013;108;F;19;38
2013;108;F;20;6
2013;108;M;6;2
2013;108;M;9;4
2013;108;M;10;4
2013;108;M;11;2
2013;108;M;12;9
2013;108;M;13;9
2013;108;M;14;18
2013;108;M;15;22
2013;108;M;16;21
2013;108;M;17;37
2013;108;M;18;33
2013;108;M;19;12
2013;108;M;20;5
2013;109;F;1;3
2013;109;F;6;1
2013;109;F;8;1
2013;109;F;9;6
2013;109;F;10;4
2013;109;F;11;8
2013;109;F;12;6
2013;109;F;13;17
2013;109;F;14;27
2013;109;F;15;34
2013;109;F;16;35
2013;109;F;17;70
2013;109;F;18;88
2013;109;F;19;61
2013;109;F;20;30
2013;109;M;3;1
2013;109;M;6;2
2013;109;M;8;2
2013;109;M;9;3
2013;109;M;10;10
2013;109;M;11;13
2013;109;M;12;19
2013;109;M;13;24
2013;109;M;14;44
2013;109;M;15;38
2013;109;M;16;47
2013;109;M;17;65
2013;109;M;18;52
2013;109;M;19;32
2013;109;M;20;12
2013;110;F;1;4
2013;110;F;2;2
2013;110;F;4;2
2013;110;F;6;1
2013;110;F;7;2
2013;110;F;8;1
2013;110;F;9;7
2013;110;F;10;8
2013;110;F;11;7
2013;110;F;12;14
2013;110;F;13;18
2013;110;F;14;28
2013;110;F;15;30
2013;110;F;16;49
2013;110;F;17;97
2013;110;F;18;167
2013;110;F;19;146
2013;110;F;20;52
2013;110;M;1;5
2013;110;M;5;2
2013;110;M;6;4
2013;110;M;7;2
2013;110;M;8;4
2013;110;M;9;9
2013;110;M;10;19
2013;110;M;11;16
2013;110;M;12;18
2013;110;M;13;32
2013;110;M;14;50
2013;110;M;15;53
2013;110;M;16;77
2013;110;M;17;94
2013;110;M;18;90
2013;110;M;19;61
2013;110;M;20;12
2013;111;F;1;1
2013;111;F;6;1
2013;111;F;7;1
2013;111;F;8;1
2013;111;F;9;2
2013;111;F;10;4
2013;111;F;11;9
2013;111;F;12;7
2013;111;F;13;15
2013;111;F;14;18
2013;111;F;15;19
2013;111;F;16;39
2013;111;F;17;56
2013;111;F;18;75
2013;111;F;19;79
2013;111;F;20;21
2013;111;M;1;4
2013;111;M;3;1
2013;111;M;7;2
2013;111;M;8;3
2013;111;M;9;9
2013;111;M;10;5
2013;111;M;11;8
2013;111;M;12;20
2013;111;M;13;16
2013;111;M;14;21
2013;111;M;15;29
2013;111;M;16;45
2013;111;M;17;62
2013;111;M;18;43
2013;111;M;19;27
2013;111;M;20;6
2013;112;F;1;12
2013;112;F;3;1
2013;112;F;4;1
2013;112;F;5;1
2013;112;F;6;3
2013;112;F;7;4
2013;112;F;8;5
2013;112;F;9;11
2013;112;F;10;22
2013;112;F;11;25
2013;112;F;12;30
2013;112;F;13;55
2013;112;F;14;65
2013;112;F;15;117
2013;112;F;16;146
2013;112;F;17;319
2013;112;F;18;491
2013;112;F;19;458
2013;112;F;20;243
2013;112;M;1;11
2013;112;M;2;1
2013;112;M;4;4
2013;112;M;5;1
2013;112;M;6;6
2013;112;M;7;7
2013;112;M;8;12
2013;112;M;9;16
2013;112;M;10;27
2013;112;M;11;44
2013;112;M;12;50
2013;112;M;13;85
2013;112;M;14;89
2013;112;M;15;129
2013;112;M;16;171
2013;112;M;17;247
2013;112;M;18;311
2013;112;M;19;180
2013;112;M;20;55
2013;241;F;1;2
2013;241;F;5;1
2013;241;F;7;1
2013;241;F;8;1
2013;241;F;9;1
2013;241;F;10;3
2013;241;F;11;2
2013;241;F;12;4
2013;241;F;13;6
2013;241;F;14;10
2013;241;F;15;20
2013;241;F;16;31
2013;241;F;17;47
2013;241;F;18;72
2013;241;F;19;45
2013;241;F;20;30
2013;241;M;1;1
2013;241;M;5;1
2013;241;M;7;2
2013;241;M;9;4
2013;241;M;10;8
2013;241;M;11;6
2013;241;M;12;19
2013;241;M;13;14
2013;241;M;14;22
2013;241;M;15;18
2013;241;M;16;37
2013;241;M;17;51
2013;241;M;18;37
2013;241;M;19;37
2013;241;M;20;7
2013;242;F;1;3
2013;242;F;5;1
2013;242;F;6;1
2013;242;F;7;1
2013;242;F;9;2
2013;242;F;10;3
2013;242;F;11;8
2013;242;F;12;14
2013;242;F;13;14
2013;242;F;14;20
2013;242;F;15;36
2013;242;F;16;43
2013;242;F;17;84
2013;242;F;18;128
2013;242;F;19;134
2013;242;F;20;39
2013;242;M;1;4
2013;242;M;4;1
2013;242;M;6;2
2013;242;M;7;1
2013;242;M;8;4
2013;242;M;9;3
2013;242;M;10;14
2013;242;M;11;14
2013;242;M;12;17
2013;242;M;13;28
2013;242;M;14;43
2013;242;M;15;51
2013;242;M;16;59
2013;242;M;17;74
2013;242;M;18;79
2013;242;M;19;49
2013;242;M;20;10
2013;243;F;6;2
2013;243;F;7;2
2013;243;F;8;1
2013;243;F;9;2
2013;243;F;10;5
2013;243;F;11;6
2013;243;F;12;12
2013;243;F;13;12
2013;243;F;14;17
2013;243;F;15;16
2013;243;F;16;35
2013;243;F;17;42
2013;243;F;18;78
2013;243;F;19;46
2013;243;F;20;23
2013;243;M;1;2
2013;243;M;5;1
2013;243;M;6;2
2013;243;M;8;1
2013;243;M;9;3
2013;243;M;10;6
2013;243;M;11;10
2013;243;M;12;12
2013;243;M;13;13
2013;243;M;14;26
2013;243;M;15;32
2013;243;M;16;44
2013;243;M;17;44
2013;243;M;18;59
2013;243;M;19;26
2013;243;M;20;9
2013;244;F;1;2
2013;244;F;3;1
2013;244;F;4;1
2013;244;F;7;1
2013;244;F;8;4
2013;244;F;9;2
2013;244;F;10;4
2013;244;F;11;8
2013;244;F;12;7
2013;244;F;13;8
2013;244;F;14;20
2013;244;F;15;23
2013;244;F;16;34
2013;244;F;17;53
2013;244;F;18;98
2013;244;F;19;70
2013;244;F;20;41
2013;244;M;4;2
2013;244;M;6;2
2013;244;M;7;1
2013;244;M;8;2
2013;244;M;9;4
2013;244;M;10;2
2013;244;M;11;7
2013;244;M;12;21
2013;244;M;13;22
2013;244;M;14;27
2013;244;M;15;30
2013;244;M;16;50
2013;244;M;17;53
2013;244;M;18;57
2013;244;M;19;49
2013;244;M;20;11
2013;245;F;5;1
2013;245;F;10;6
2013;245;F;11;8
2013;245;F;12;11
2013;245;F;13;13
2013;245;F;14;12
2013;245;F;15;24
2013;245;F;16;29
2013;245;F;17;68
2013;245;F;18;128
2013;245;F;19;102
2013;245;F;20;41
2013;245;M;1;3
2013;245;M;3;1
2013;245;M;4;1
2013;245;M;5;1
2013;245;M;6;2
2013;245;M;7;3
2013;245;M;8;1
2013;245;M;9;5
2013;245;M;10;3
2013;245;M;11;9
2013;245;M;12;17
2013;245;M;13;27
2013;245;M;14;30
2013;245;M;15;33
2013;245;M;16;55
2013;245;M;17;77
2013;245;M;18;79
2013;245;M;19;55
2013;245;M;20;18
2013;246;F;1;4
2013;246;F;4;4
2013;246;F;5;2
2013;246;F;6;2
2013;246;F;7;6
2013;246;F;8;6
2013;246;F;9;6
2013;246;F;10;19
2013;246;F;11;27
2013;246;F;12;52
2013;246;F;13;62
2013;246;F;14;101
2013;246;F;15;116
2013;246;F;16;185
2013;246;F;17;312
2013;246;F;18;444
2013;246;F;19;462
2013;246;F;20;232
2013;246;M;1;14
2013;246;M;2;2
2013;246;M;3;1
2013;246;M;4;6
2013;246;M;5;3
2013;246;M;6;11
2013;246;M;7;6
2013;246;M;8;3
2013;246;M;9;14
2013;246;M;10;27
2013;246;M;11;55
2013;246;M;12;76
2013;246;M;13;94
2013;246;M;14;137
2013;246;M;15;145
2013;246;M;16;191
2013;246;M;17;320
2013;246;M;18;316
2013;246;M;19;226
2013;246;M;20;70
2013;247;F;1;1
2013;247;F;5;1
2013;247;F;6;2
2013;247;F;7;1
2013;247;F;8;4
2013;247;F;9;2
2013;247;F;10;1
2013;247;F;11;11
2013;247;F;12;9
2013;247;F;13;13
2013;247;F;14;22
2013;247;F;15;32
2013;247;F;16;41
2013;247;F;17;92
2013;247;F;18;123
2013;247;F;19;142
2013;247;F;20;45
2013;247;M;1;2
2013;247;M;3;1
2013;247;M;4;4
2013;247;M;5;3
2013;247;M;6;1
2013;247;M;7;1
2013;247;M;8;1
2013;247;M;9;5
2013;247;M;10;4
2013;247;M;11;11
2013;247;M;12;14
2013;247;M;13;36
2013;247;M;14;34
2013;247;M;15;36
2013;247;M;16;65
2013;247;M;17;104
2013;247;M;18;68
2013;247;M;19;56
2013;247;M;20;30
2013;248;F;6;1
2013;248;F;7;1
2013;248;F;11;2
2013;248;F;14;2
2013;248;F;15;5
2013;248;F;16;7
2013;248;F;17;20
2013;248;F;18;18
2013;248;F;19;19
2013;248;F;20;12
2013;248;M;5;1
2013;248;M;7;2
2013;248;M;10;1
2013;248;M;11;1
2013;248;M;12;4
2013;248;M;13;2
2013;248;M;14;6
2013;248;M;15;3
2013;248;M;16;4
2013;248;M;17;16
2013;248;M;18;13
2013;248;M;19;5
2013;248;M;20;4
2013;249;F;1;1
2013;249;F;10;3
2013;249;F;11;2
2013;249;F;12;7
2013;249;F;13;2
2013;249;F;14;4
2013;249;F;15;11
2013;249;F;16;19
2013;249;F;17;33
2013;249;F;18;64
2013;249;F;19;51
2013;249;F;20;23
2013;249;M;4;1
2013;249;M;7;1
2013;249;M;8;3
2013;249;M;9;2
2013;249;M;10;2
2013;249;M;11;6
2013;249;M;12;4
2013;249;M;13;8
2013;249;M;14;13
2013;249;M;15;11
2013;249;M;16;27
2013;249;M;17;26
2013;249;M;18;37
2013;249;M;19;25
2013;249;M;20;6
2013;250;F;5;1
2013;250;F;7;1
2013;250;F;11;1
2013;250;F;12;9
2013;250;F;13;7
2013;250;F;14;8
2013;250;F;15;12
2013;250;F;16;25
2013;250;F;17;34
2013;250;F;18;48
2013;250;F;19;64
2013;250;F;20;28
2013;250;M;4;1
2013;250;M;5;1
2013;250;M;6;1
2013;250;M;7;1
2013;250;M;8;1
2013;250;M;9;2
2013;250;M;10;5
2013;250;M;11;7
2013;250;M;12;8
2013;250;M;13;16
2013;250;M;14;16
2013;250;M;15;16
2013;250;M;16;30
2013;250;M;17;49
2013;250;M;18;39
2013;250;M;19;22
2013;250;M;20;7
2013;311;F;6;1
2013;311;F;9;1
2013;311;F;10;1
2013;311;F;11;2
2013;311;F;12;11
2013;311;F;13;11
2013;311;F;14;16
2013;311;F;15;19
2013;311;F;16;36
2013;311;F;17;75
2013;311;F;18;94
2013;311;F;19;102
2013;311;F;20;49
2013;311;M;1;1
2013;311;M;6;1
2013;311;M;8;2
2013;311;M;9;2
2013;311;M;10;10
2013;311;M;11;9
2013;311;M;12;12
2013;311;M;13;12
2013;311;M;14;21
2013;311;M;15;38
2013;311;M;16;41
2013;311;M;17;65
2013;311;M;18;60
2013;311;M;19;44
2013;311;M;20;16
2013;312;F;3;1
2013;312;F;5;1
2013;312;F;6;2
2013;312;F;8;2
2013;312;F;9;1
2013;312;F;10;6
2013;312;F;11;2
2013;312;F;12;8
2013;312;F;13;11
2013;312;F;14;18
2013;312;F;15;22
2013;312;F;16;34
2013;312;F;17;67
2013;312;F;18;77
2013;312;F;19;59
2013;312;F;20;23
2013;312;M;1;2
2013;312;M;2;1
2013;312;M;3;2
2013;312;M;6;2
2013;312;M;7;1
2013;312;M;8;3
2013;312;M;9;1
2013;312;M;10;7
2013;312;M;11;9
2013;312;M;12;12
2013;312;M;13;23
2013;312;M;14;29
2013;312;M;15;40
2013;312;M;16;55
2013;312;M;17;81
2013;312;M;18;45
2013;312;M;19;37
2013;312;M;20;15
2013;313;F;1;1
2013;313;F;8;1
2013;313;F;9;1
2013;313;F;10;1
2013;313;F;11;3
2013;313;F;12;7
2013;313;F;13;7
2013;313;F;14;10
2013;313;F;15;11
2013;313;F;16;24
2013;313;F;17;43
2013;313;F;18;65
2013;313;F;19;37
2013;313;F;20;23
2013;313;M;2;1
2013;313;M;4;3
2013;313;M;5;1
2013;313;M;6;1
2013;313;M;7;1
2013;313;M;9;3
2013;313;M;10;3
2013;313;M;11;11
2013;313;M;12;11
2013;313;M;13;11
2013;313;M;14;21
2013;313;M;15;25
2013;313;M;16;23
2013;313;M;17;37
2013;313;M;18;37
2013;313;M;19;28
2013;313;M;20;8
2013;314;F;1;2
2013;314;F;4;1
2013;314;F;7;1
2013;314;F;9;1
2013;314;F;10;2
2013;314;F;11;3
2013;314;F;12;4
2013;314;F;13;2
2013;314;F;14;8
2013;314;F;15;11
2013;314;F;16;19
2013;314;F;17;39
2013;314;F;18;38
2013;314;F;19;28
2013;314;F;20;11
2013;314;M;4;1
2013;314;M;6;3
2013;314;M;7;2
2013;314;M;9;1
2013;314;M;10;4
2013;314;M;11;9
2013;314;M;12;10
2013;314;M;13;13
2013;314;M;14;10
2013;314;M;15;16
2013;314;M;16;41
2013;314;M;17;41
2013;314;M;18;30
2013;314;M;19;18
2013;314;M;20;2
2013;315;F;1;3
2013;315;F;4;1
2013;315;F;7;2
2013;315;F;8;1
2013;315;F;9;2
2013;315;F;10;2
2013;315;F;11;5
2013;315;F;12;7
2013;315;F;13;5
2013;315;F;14;8
2013;315;F;15;12
2013;315;F;16;17
2013;315;F;17;41
2013;315;F;18;34
2013;315;F;19;36
2013;315;F;20;14
2013;315;M;4;1
2013;315;M;5;1
2013;315;M;7;1
2013;315;M;9;3
2013;315;M;10;5
2013;315;M;11;5
2013;315;M;12;10
2013;315;M;13;12
2013;315;M;14;14
2013;315;M;15;15
2013;315;M;16;27
2013;315;M;17;32
2013;315;M;18;24
2013;315;M;19;22
2013;315;M;20;4
2013;316;F;8;1
2013;316;F;9;2
2013;316;F;10;1
2013;316;F;11;2
2013;316;F;12;2
2013;316;F;13;4
2013;316;F;14;6
2013;316;F;15;8
2013;316;F;16;9
2013;316;F;17;13
2013;316;F;18;36
2013;316;F;19;22
2013;316;F;20;5
2013;316;M;1;1
2013;316;M;5;1
2013;316;M;6;3
2013;316;M;8;1
2013;316;M;9;1
2013;316;M;11;3
2013;316;M;12;1
2013;316;M;13;7
2013;316;M;14;7
2013;316;M;15;9
2013;316;M;16;12
2013;316;M;17;14
2013;316;M;18;23
2013;316;M;19;11
2013;316;M;20;4
2013;400;F;4;1
2013;400;F;5;1
2013;400;F;10;1
2013;400;F;11;3
2013;400;F;12;5
2013;400;F;13;1
2013;400;F;14;12
2013;400;F;15;11
2013;400;F;16;14
2013;400;F;17;31
2013;400;F;18;40
2013;400;F;19;34
2013;400;F;20;16
2013;400;M;1;3
2013;400;M;4;1
2013;400;M;6;1
2013;400;M;7;2
2013;400;M;8;2
2013;400;M;9;1
2013;400;M;10;1
2013;400;M;11;5
2013;400;M;12;7
2013;400;M;13;9
2013;400;M;14;11
2013;400;M;15;14
2013;400;M;16;18
2013;400;M;17;28
2013;400;M;18;40
2013;400;M;19;21
2013;400;M;20;7
2013;501;F;10;1
2013;501;F;12;1
2013;501;F;13;2
2013;501;F;14;1
2013;501;F;15;3
2013;501;F;16;2
2013;501;F;17;12
2013;501;F;18;12
2013;501;F;19;10
2013;501;F;20;2
2013;501;M;8;1
2013;501;M;9;1
2013;501;M;11;1
2013;501;M;12;1
2013;501;M;13;1
2013;501;M;14;2
2013;501;M;15;6
2013;501;M;16;7
2013;501;M;17;12
2013;501;M;18;8
2013;501;M;19;6
2013;501;M;20;2
2013;502;F;12;1
2013;502;F;15;1
2013;502;F;16;1
2013;502;F;17;1
2013;502;F;18;4
2013;502;F;19;1
2013;502;F;20;1
2013;502;M;10;1
2013;502;M;14;2
2013;502;M;15;1
2013;502;M;16;1
2013;502;M;18;1
2013;502;M;19;3
2013;503;F;1;1
2013;503;F;10;2
2013;503;F;11;4
2013;503;F;12;7
2013;503;F;13;4
2013;503;F;14;5
2013;503;F;15;5
2013;503;F;16;11
2013;503;F;17;13
2013;503;F;18;19
2013;503;F;19;16
2013;503;F;20;4
2013;503;M;1;1
2013;503;M;9;2
2013;503;M;10;7
2013;503;M;11;2
2013;503;M;12;3
2013;503;M;13;10
2013;503;M;14;7
2013;503;M;15;4
2013;503;M;16;13
2013;503;M;17;19
2013;503;M;18;21
2013;503;M;19;9
2013;503;M;20;5
2013;504;F;1;1
2013;504;F;8;1
2013;504;F;11;1
2013;504;F;12;2
2013;504;F;13;1
2013;504;F;14;4
2013;504;F;15;3
2013;504;F;16;8
2013;504;F;17;4
2013;504;F;18;6
2013;504;F;19;5
2013;504;F;20;3
2013;504;M;10;1
2013;504;M;11;2
2013;504;M;13;1
2013;504;M;15;3
2013;504;M;16;10
2013;504;M;17;7
2013;504;M;18;10
2013;504;M;19;13
2013;504;M;20;2
2013;505;F;5;1
2013;505;F;8;2
2013;505;F;9;2
2013;505;F;10;1
2013;505;F;11;6
2013;505;F;12;1
2013;505;F;13;6
2013;505;F;14;4
2013;505;F;15;5
2013;505;F;16;10
2013;505;F;17;27
2013;505;F;18;22
2013;505;F;19;19
2013;505;F;20;8
2013;505;M;1;3
2013;505;M;5;1
2013;505;M;7;1
2013;505;M;9;2
2013;505;M;10;5
2013;505;M;11;8
2013;505;M;12;5
2013;505;M;13;9
2013;505;M;14;9
2013;505;M;15;14
2013;505;M;16;17
2013;505;M;17;27
2013;505;M;18;22
2013;505;M;19;11
2013;505;M;20;2
2013;506;F;1;1
2013;506;F;2;1
2013;506;F;6;1
2013;506;F;8;1
2013;506;F;9;3
2013;506;F;10;2
2013;506;F;11;4
2013;506;F;12;6
2013;506;F;13;6
2013;506;F;14;12
2013;506;F;15;19
2013;506;F;16;19
2013;506;F;17;36
2013;506;F;18;50
2013;506;F;19;53
2013;506;F;20;27
2013;506;M;7;3
2013;506;M;9;2
2013;506;M;10;7
2013;506;M;11;6
2013;506;M;12;4
2013;506;M;13;18
2013;506;M;14;21
2013;506;M;15;22
2013;506;M;16;21
2013;506;M;17;36
2013;506;M;18;33
2013;506;M;19;22
2013;506;M;20;8
2013;600;F;1;1
2013;600;F;3;1
2013;600;F;10;3
2013;600;F;12;7
2013;600;F;13;2
2013;600;F;14;5
2013;600;F;15;6
2013;600;F;16;11
2013;600;F;17;27
2013;600;F;18;29
2013;600;F;19;27
2013;600;F;20;11
2013;600;M;1;1
2013;600;M;4;1
2013;600;M;5;1
2013;600;M;7;1
2013;600;M;9;2
2013;600;M;10;4
2013;600;M;11;3
2013;600;M;12;7
2013;600;M;13;10
2013;600;M;14;9
2013;600;M;15;17
2013;600;M;16;15
2013;600;M;17;23
2013;600;M;18;27
2013;600;M;19;21
2013;600;M;20;7
2013;700;F;8;1
2013;700;F;9;2
2013;700;F;10;3
2013;700;F;11;3
2013;700;F;12;6
2013;700;F;13;11
2013;700;F;14;6
2013;700;F;15;6
2013;700;F;16;14
2013;700;F;17;18
2013;700;F;18;34
2013;700;F;19;21
2013;700;F;20;15
2013;700;M;1;1
2013;700;M;7;1
2013;700;M;9;1
2013;700;M;10;5
2013;700;M;11;6
2013;700;M;12;9
2013;700;M;13;8
2013;700;M;14;20
2013;700;M;15;26
2013;700;M;16;18
2013;700;M;17;27
2013;700;M;18;29
2013;700;M;19;10
2013;700;M;20;5
2013;800;F;9;2
2013;800;F;10;1
2013;800;F;11;4
2013;800;F;12;1
2013;800;F;13;4
2013;800;F;14;7
2013;800;F;15;6
2013;800;F;16;16
2013;800;F;17;32
2013;800;F;18;39
2013;800;F;19;35
2013;800;F;20;18
2013;800;M;1;1
2013;800;M;3;1
2013;800;M;6;1
2013;800;M;10;3
2013;800;M;11;5
2013;800;M;12;13
2013;800;M;13;12
2013;800;M;14;15
2013;800;M;15;17
2013;800;M;16;19
2013;800;M;17;29
2013;800;M;18;33
2013;800;M;19;22
2013;800;M;20;5
2013;900;F;1;3
2013;900;F;5;1
2013;900;F;7;1
2013;900;F;8;1
2013;900;F;10;4
2013;900;F;11;6
2013;900;F;12;10
2013;900;F;13;8
2013;900;F;14;22
2013;900;F;15;35
2013;900;F;16;40
2013;900;F;17;65
2013;900;F;18;88
2013;900;F;19;63
2013;900;F;20;42
2013;900;M;2;1
2013;900;M;5;1
2013;900;M;6;6
2013;900;M;7;3
2013;900;M;8;2
2013;900;M;9;4
2013;900;M;10;4
2013;900;M;11;12
2013;900;M;12;14
2013;900;M;13;11
2013;900;M;14;28
2013;900;M;15;40
2013;900;M;16;63
2013;900;M;17;76
2013;900;M;18;60
2013;900;M;19;38
2013;900;M;20;9
2013;1001;F;10;1
2013;1001;F;11;1
2013;1001;F;12;7
2013;1001;F;13;4
2013;1001;F;14;5
2013;1001;F;15;5
2013;1001;F;16;11
2013;1001;F;17;13
2013;1001;F;18;17
2013;1001;F;19;19
